iter	CatCustomAveragePrecisionScore	Logloss
0	0.2736623741	0.4651811243
1	0.3348460941	0.3357168421
2	0.44061167	0.2145830802
3	0.44061167	0.1721913607
4	0.4958529308	0.1177453767
5	0.5364397096	0.0862230283
6	0.5889830065	0.07152564818
7	0.6261791379	0.05843695869
8	0.6393321523	0.04983217896
9	0.6494827372	0.04568723162
10	0.6570571128	0.04183392592
11	0.667924245	0.03832506514
12	0.6800040193	0.03663104948
13	0.6850276172	0.03445191745
14	0.6926901263	0.03254139062
15	0.6963158041	0.03117682038
16	0.7036043984	0.02979091673
17	0.7115257694	0.02898472579
18	0.720246445	0.02807501951
19	0.7243947311	0.02738055319
20	0.7265456948	0.02690422705
21	0.7318883413	0.02648408873
22	0.7349576532	0.02616880319
23	0.7419473283	0.02558219028
24	0.7468626164	0.02525393377
25	0.7509001103	0.02498325246
26	0.7531344566	0.02461937391
27	0.7559992588	0.02441052018
28	0.7601262255	0.02404771094
29	0.7631052369	0.0236977108
30	0.7663413306	0.02350890853
31	0.7684852919	0.02323846001
32	0.7712072091	0.02305648584
33	0.7738253986	0.02286112773
34	0.7768577892	0.02268007898
35	0.7795461223	0.02253533846
36	0.7824130193	0.02237999649
37	0.7842171006	0.02226669911
38	0.7852019527	0.02214497247
39	0.7872775107	0.02203396135
40	0.7891395828	0.0218473579
41	0.7905604889	0.02175896311
42	0.7921459544	0.02167072476
43	0.7940039297	0.02156204749
44	0.7955427831	0.02139921439
45	0.79672974	0.02129971732
46	0.7987101909	0.021159807
47	0.8002061338	0.02106422843
48	0.8014082405	0.02097755606
49	0.8024275772	0.02088885021
50	0.8031032982	0.02081701623
51	0.8038250729	0.02076840954
52	0.8049296681	0.02070450285
53	0.8060471237	0.02059805208
54	0.8069277526	0.02054577888
55	0.8080441756	0.02045994117
56	0.8086359652	0.02040142379
57	0.8092947627	0.02033873486
58	0.8101538804	0.02028672901
59	0.810699241	0.0202441603
60	0.8114263127	0.02019490009
61	0.8124767326	0.02012982208
62	0.8135021722	0.02004625973
63	0.8140298769	0.02000330863
64	0.8147827663	0.01993580115
65	0.8159527406	0.01986135851
66	0.8164181635	0.01982505683
67	0.8174856148	0.0197579086
68	0.8185864446	0.01970304965
69	0.8190595683	0.01966652697
70	0.8197914143	0.01961621181
71	0.8206441103	0.01956973292
72	0.8217465957	0.01949434472
73	0.8226860934	0.0194337929
74	0.8234955104	0.01937727312
75	0.824022256	0.01935129812
76	0.8246772232	0.01931823227
77	0.8250942724	0.01928137037
78	0.8255981621	0.01923923254
79	0.8260684897	0.01920806138
80	0.8266176651	0.01916843451
81	0.8271619584	0.01913311231
82	0.8278566553	0.01909582776
83	0.8287378848	0.01902854695
84	0.829287827	0.01899125245
85	0.8302443407	0.01892799746
86	0.8304629757	0.01890953756
87	0.8308253227	0.01888991269
88	0.8311556172	0.01885369924
89	0.8314210641	0.01883432827
90	0.8321275994	0.01877669378
91	0.8324483405	0.01874904098
92	0.8330412008	0.01870700332
93	0.8334965089	0.01867342084
94	0.8339914151	0.0186407174
95	0.8345398004	0.01860486953
96	0.8348150568	0.01858802759
97	0.8351534677	0.01856549426
98	0.835611393	0.0185301713
99	0.8361311638	0.01848957192
100	0.8366401493	0.01845090535
101	0.8369885699	0.01840774124
102	0.8373513365	0.01838533636
103	0.8377616491	0.01834954633
104	0.837954488	0.01833726242
105	0.838225022	0.01832186509
106	0.8384855051	0.01830416084
107	0.8387135628	0.01828570188
108	0.8391595361	0.01825622009
109	0.8395661646	0.01823251486
110	0.8398568827	0.01821291836
111	0.8401920155	0.01819131591
112	0.8405792057	0.01816498035
113	0.841000675	0.01813813512
114	0.8413481734	0.01811178677
115	0.8419634517	0.01807859031
116	0.8422573722	0.01806102752
117	0.8429175247	0.01800597439
118	0.8434534826	0.01797811157
119	0.843668113	0.0179649123
120	0.8439899124	0.01794266525
121	0.8442125359	0.01792652661
122	0.8446077951	0.01790258881
123	0.8449534723	0.01788415499
124	0.8453282199	0.01786496498
125	0.845606156	0.01784238078
126	0.8460709645	0.0178129099
127	0.8462905954	0.01779936154
128	0.8464595842	0.01778714246
129	0.8466204329	0.01777196484
130	0.8467738951	0.01776216666
131	0.8471382513	0.01773696428
132	0.84769482	0.01770107176
133	0.8480705363	0.01767433453
134	0.848350766	0.01765480457
135	0.8486611433	0.0176304229
136	0.8488620935	0.01761903267
137	0.8491803838	0.01759805366
138	0.8492901838	0.01758427715
139	0.8494440824	0.0175759456
140	0.8496519736	0.01755929804
141	0.8500345628	0.01753423356
142	0.8502365999	0.01751978573
143	0.8507008188	0.01748725608
144	0.8508967295	0.01746888211
145	0.8510894042	0.01745328368
146	0.8513915922	0.01743239275
147	0.8518737093	0.01739767567
148	0.8521772857	0.017372857
149	0.8523752904	0.01735510525
150	0.8525606173	0.01734260907
151	0.852891252	0.0173213044
152	0.8530615612	0.01731105507
153	0.8535354768	0.0172766101
154	0.8538587873	0.01726173555
155	0.8540114209	0.01725127833
156	0.8543149401	0.01722423755
157	0.8544876289	0.01721106321
158	0.854796527	0.01719105506
159	0.8552100299	0.01716770047
160	0.855257729	0.01716376651
161	0.8554132026	0.01715209614
162	0.8555290931	0.01714458239
163	0.855753976	0.01712821757
164	0.8560319285	0.01711382694
165	0.8561033084	0.01711057766
166	0.856300472	0.01709648033
167	0.8564653093	0.01708347053
168	0.8569234642	0.0170485059
169	0.8574089951	0.01701815531
170	0.8579146587	0.01698012423
171	0.8580758288	0.01696222482
172	0.8582267596	0.01694805453
173	0.8584352953	0.01693301976
174	0.8587595947	0.01691462676
175	0.8590462027	0.01689394261
176	0.8593896009	0.01687510911
177	0.8596289392	0.01686232248
178	0.8599208505	0.0168455061
179	0.8601168252	0.01683466672
180	0.86046474	0.01681284457
181	0.8606931545	0.01679889961
182	0.8610125049	0.01677540242
183	0.8612845835	0.01675105134
184	0.8615730713	0.01673140177
185	0.8617818207	0.01671946987
186	0.8620517152	0.01669940749
187	0.8624467639	0.01667297143
188	0.8626761914	0.01664673244
189	0.8628880639	0.01663549931
190	0.8631060882	0.01662420424
191	0.8634480548	0.0166048353
192	0.8637578334	0.01658354743
193	0.8639698955	0.0165698431
194	0.8643286775	0.01655399683
195	0.8646375476	0.01653623395
196	0.8648039715	0.01652666781
197	0.865066407	0.01651174758
198	0.8652321447	0.01649814765
199	0.865411333	0.01648495636
200	0.8655248805	0.0164803897
201	0.8658009111	0.01646750601
202	0.8659204891	0.01646098253
203	0.8662230767	0.01644017086
204	0.8663168766	0.01643208028
205	0.8664183544	0.01642179787
206	0.8665646409	0.01640265037
207	0.8667770277	0.01638805607
208	0.8670225513	0.01637650765
209	0.8671704607	0.01636739014
210	0.8674357691	0.01635008193
211	0.8675239351	0.01634342706
212	0.8677038163	0.01633475422
213	0.8678499036	0.01632526792
214	0.8680515681	0.01630552669
215	0.8682497074	0.01629244389
216	0.868257057	0.01629189541
217	0.8684714182	0.01627959039
218	0.8687110739	0.01626528403
219	0.8688622634	0.0162557206
220	0.8689398104	0.01624704611
221	0.8691372672	0.01623482141
222	0.8692555566	0.01622723178
223	0.8692601275	0.01622682067
224	0.8693462643	0.01621993861
225	0.8693489237	0.01621958637
226	0.8696064727	0.01620261451
227	0.8697823485	0.0161909971
228	0.8698401293	0.01618782329
229	0.8700182534	0.01617486181
230	0.8703389072	0.01615463386
231	0.8705309248	0.01613635267
232	0.8706183989	0.01613133823
233	0.8707270864	0.01612264272
234	0.8710597759	0.01610032171
235	0.8712443278	0.01608837484
236	0.8715418529	0.01606396417
237	0.8717361569	0.01605363734
238	0.8720172178	0.016021534
239	0.8722972552	0.01600543922
240	0.8724375514	0.0159959436
241	0.8724385529	0.01599569403
242	0.872617384	0.01598654061
243	0.8727716779	0.01597384567
244	0.8727985467	0.01597286486
245	0.8729566825	0.01596231794
246	0.8731528748	0.01594425351
247	0.8732430529	0.01593770333
248	0.8734486243	0.01592240585
249	0.8737213799	0.01590846208
250	0.8739546324	0.01589282897
251	0.8740503064	0.01588684168
252	0.8742539788	0.01587323972
253	0.8743622699	0.01586621606
254	0.8746169665	0.01585156159
255	0.8747086716	0.01584489126
256	0.8748934562	0.01583358542
257	0.8750191862	0.01582485076
258	0.8752602262	0.01581156513
259	0.8753684971	0.01580547079
260	0.8754800491	0.01579920227
261	0.8758080503	0.01577120298
262	0.8758728461	0.0157669079
263	0.8760143695	0.01575830484
264	0.8761731132	0.01574752481
265	0.8762276681	0.01574517773
266	0.8764009785	0.01572607734
267	0.8764756617	0.01571803578
268	0.8766542233	0.01570970113
269	0.8767873371	0.01570149755
270	0.8768357382	0.01569822623
271	0.8769046884	0.01569048531
272	0.8769053864	0.01569026453
273	0.8771148672	0.01567499965
274	0.8771908641	0.01567017676
275	0.8772982644	0.01566379317
276	0.8773906214	0.01565794862
277	0.8776429272	0.01564221322
278	0.8777730037	0.01563259734
279	0.8779449433	0.01561995732
280	0.8781057291	0.01560899212
281	0.8781982677	0.01560455857
282	0.8782148382	0.01560343212
283	0.8782152819	0.01560324512
284	0.8784426679	0.01558903422
285	0.8786286707	0.01557617742
286	0.8787867326	0.01556404387
287	0.8789824948	0.01555196233
288	0.8791463843	0.01554255805
289	0.8792382017	0.01553631807
290	0.879479177	0.01552040285
291	0.8797533627	0.01549728585
292	0.8799900336	0.0154788794
293	0.8801207062	0.01547156578
294	0.8802050281	0.0154660487
295	0.8803262048	0.0154601104
296	0.8805127238	0.01544607659
297	0.8806634259	0.01543483026
298	0.8807323367	0.0154303951
299	0.8808356803	0.01542502062
300	0.8809653198	0.01540913925
301	0.8810424929	0.01540249805
302	0.8810907298	0.01539857905
303	0.881213369	0.01539186876
304	0.881344416	0.01538625816
305	0.8816000495	0.0153705638
306	0.8817151526	0.01536484294
307	0.8817710523	0.0153622179
308	0.8818150792	0.01535874458
309	0.8820665211	0.01533320679
310	0.8821193348	0.01532990954
311	0.8822376627	0.01531876669
312	0.8823797828	0.01530978411
313	0.8825013189	0.01530156292
314	0.8825226731	0.01530020636
315	0.8825474738	0.01529820451
316	0.8826930833	0.01528961865
317	0.8828783	0.01527857262
318	0.8831819484	0.01525617815
319	0.8833373087	0.01524818079
320	0.8834487036	0.01523925977
321	0.883488392	0.01523583757
322	0.8835235776	0.01522986983
323	0.8835857902	0.01522495966
324	0.8836800015	0.01521942937
325	0.8839512061	0.01519919122
326	0.8841143572	0.01518361661
327	0.884360366	0.01516337089
328	0.884459843	0.01515550584
329	0.8845210169	0.01515053208
330	0.8845642184	0.01514712648
331	0.8846946833	0.01513872245
332	0.8847376058	0.01512904288
333	0.8850095894	0.01511043587
334	0.8851811656	0.01509850761
335	0.8852255205	0.01509702894
336	0.8852785103	0.01509408434
337	0.8853232166	0.0150914247
338	0.8853771102	0.01508738101
339	0.8855227526	0.01507648686
340	0.8856601179	0.01506460009
341	0.8857331675	0.0150595663
342	0.8857352185	0.01505851276
343	0.8859181887	0.01504505391
344	0.8859582713	0.01504229616
345	0.8860506507	0.01503580843
346	0.88608454	0.01503328368
347	0.8862723752	0.0150216888
348	0.8863695584	0.01501483254
349	0.8864253603	0.01501152738
350	0.8865204472	0.01500287291
351	0.886707559	0.01498954509
352	0.8868504412	0.01497723119
353	0.8869200981	0.01497242315
354	0.8870660748	0.0149629949
355	0.8871385358	0.01495722553
356	0.8872744019	0.01495060899
357	0.8874020602	0.01494147788
358	0.8874559774	0.01493607704
359	0.8874826539	0.01493452455
360	0.8875294738	0.01493089887
361	0.8875647177	0.01492786511
362	0.8876046053	0.01492599107
363	0.8876494005	0.01491982241
364	0.887858901	0.01490634446
365	0.887931418	0.01490182855
366	0.8879911364	0.01489701282
367	0.8882320041	0.01487789338
368	0.8884038762	0.01486778982
369	0.8885732696	0.01484770069
370	0.8887654438	0.01483167827
371	0.8888836205	0.01482379074
372	0.8890332923	0.014812804
373	0.8891410803	0.01480657686
374	0.8892167159	0.01480025976
375	0.8892318013	0.01479874259
376	0.8894190181	0.01478603264
